Abies Alnus Betula Carpinus Castanea Cedrus Corylus Ephedra Fagus Juniperus Larix Olea Ostrya Phillyrea Picea Pinus.D Pinus.H Pistacia Quercus.D Quercus.E Salix Tilia Ulmus Artemisia Chenopodiaceae Cyperaceae Ericales Gramineae
0.0 	2.4 	2.8 	0.0 	0.0 	0.0 	10.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.4 	0.0 	0.0 	0.2 	0.0 	0.8 	0.8 	72.6 	7.8 
0.0 	10.0 	3.6 	0.0 	0.0 	0.0 	37.9 	0.0 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.8 	0.0 	0.0 	0.0 	6.4 	0.2 	0.0 	1.8 	0.0 	1.0 	3.4 	18.6 	16.0 
0.0 	14.2 	7.0 	0.0 	0.0 	0.0 	27.3 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.8 	0.0 	0.0 	0.0 	11.0 	1.1 	0.0 	1.3 	0.0 	1.9 	8.7 	18.2 	8.3 
0.0 	1.7 	4.8 	0.0 	0.0 	0.0 	12.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	6.2 	0.4 	0.0 	0.4 	0.0 	0.2 	24.7 	36.0 	13.3 
0.0 	5.1 	5.9 	0.0 	0.0 	0.0 	29.9 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	6.1 	0.6 	0.0 	0.0 	0.0 	0.3 	19.7 	21.8 	10.4 
0.0 	3.3 	6.7 	0.0 	0.0 	0.0 	34.6 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	4.3 	0.5 	0.0 	0.0 	0.0 	0.2 	29.6 	10.6 	10.0 
0.0 	16.1 	7.3 	0.0 	0.0 	0.0 	37.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	8.0 	0.5 	0.0 	0.2 	0.0 	0.2 	12.0 	13.6 	5.0 
0.0 	13.6 	7.7 	0.0 	0.0 	0.0 	36.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5.7 	0.9 	0.0 	1.1 	0.0 	1.8 	8.8 	19.5 	5.0 
0.0 	14.8 	5.5 	0.0 	0.0 	0.0 	35.9 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5.5 	0.4 	0.0 	0.4 	0.0 	3.3 	3.3 	25.2 	5.7 
0.0 	16.4 	5.2 	0.0 	0.0 	0.0 	30.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	8.2 	1.1 	0.0 	0.2 	0.2 	3.7 	7.5 	18.3 	8.4 
0.0 	17.1 	8.4 	0.0 	0.0 	0.0 	45.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.6 	0.0 	0.0 	0.0 	10.6 	0.8 	0.0 	1.1 	0.0 	1.1 	3.9 	5.0 	6.2 
0.0 	23.4 	20.8 	0.0 	0.0 	0.0 	35.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	7.8 	1.3 	0.0 	0.0 	0.2 	0.6 	3.5 	4.5 	2.4 
0.0 	17.9 	15.6 	0.0 	0.0 	0.0 	17.9 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	5.1 	0.2 	0.0 	0.2 	0.0 	0.8 	19.9 	12.4 	10.0 
0.0 	9.4 	5.9 	0.0 	0.0 	0.0 	16.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 	0.0 	0.0 	14.3 	0.5 	0.0 	0.0 	0.0 	0.2 	25.3 	17.9 	10.3 
0.0 	13.7 	7.5 	0.0 	0.0 	0.0 	30.8 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	12.6 	0.2 	0.0 	0.7 	0.0 	0.9 	17.0 	11.9 	4.6 
0.0 	15.7 	7.6 	0.0 	0.0 	0.0 	39.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.0 	0.0 	0.0 	17.2 	0.3 	0.0 	0.0 	0.0 	1.0 	4.4 	8.4 	5.5 
